sample	strain	background	seq_pool	genotype_top	genotype_2nd	transcript	ens_gene	ext_gene	tpm
JU3144_GZ_B2023_A9_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.312569271935255
JU3144_GZ_B2023_B1_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	1.30816046381312
JU3144_GZ_B2023_B4_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.732033267872394
JU3144_GZ_B2023_B5_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	1.8078640473755
JU3144_GZ_B2023_B7_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1a.1	WBGene00016561	eri-6	0.527270934330308
JU3144_GZ_B2023_B9_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1a.1	WBGene00016561	eri-6	0.795975448525687
JU3144_GZ_B2023_C5_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.455103756387886
JU3144_GZ_B2023_C6_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.49593958402105
JU3144_GZ_B2023_C9_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.186610856137018
JU3144_GZ_B2023_D1_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.685226385433389
JU3144_GZ_B2023_D3_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1a.1	WBGene00016561	eri-6	0.541127053867676
JU3144_GZ_B2023_D5_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1a.1	WBGene00016561	eri-6	0.381827784256134
JU3144_GZ_B2023_E1_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.982186537235699
JU3144_GZ_B2023_E2_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.52679363065024
JU3144_GZ_B2023_E5_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.260147081543308
JU3144_GZ_B2023_E6_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.251906468470877
JU3144_GZ_B2023_E8_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1a.1	WBGene00016561	eri-6	0.344028453518345
JU3144_GZ_B2023_F1_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1a.1	WBGene00016561	eri-6	0.582277570765953
JU3144_GZ_B2023_F6_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.213601827524855
JU3144_GZ_B2023_F7_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.306843650594815
JU3144_GZ_B2023_G1_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.529920106609416
JU3144_GZ_B2023_G2_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1a.1	WBGene00016561	eri-6	0.39588983342367
JU2106_GZ_B2023_A1_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_A3_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.220846295873647
JU2106_GZ_B2023_A7_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.251585612986318
JU2106_GZ_B2023_A8_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_B2_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_B3_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.0874923832117145
JU2106_GZ_B2023_B6_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.129050722948528
JU2106_GZ_B2023_B8_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.0485907823099999
JU2106_GZ_B2023_C3_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.0589195143804052
JU2106_GZ_B2023_C4_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.0036348868317825
JU2106_GZ_B2023_C7_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_C8_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_D2_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.32880950756366
JU2106_GZ_B2023_D4_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.0953798617096164
JU2106_GZ_B2023_D8_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.0223508144133455
JU2106_GZ_B2023_D9_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.120411736678553
JU2106_GZ_B2023_E3_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_E4_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.156628710036287
JU2106_GZ_B2023_E7_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.0358647272512846
JU2106_GZ_B2023_E9_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.101550150387811
JU2106_GZ_B2023_F4_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.0661464111517942
JU2106_GZ_B2023_F5_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.105476094754826
JU2106_GZ_B2023_F8_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_F9_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.141697325048446
JU3144_GZ_B2023_A2_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.318971786158583
JU3144_GZ_B2023_A4_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.395683875813616
JU3144_GZ_B2023_A9_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.276779347668856
JU3144_GZ_B2023_B1_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.200159259862733
JU3144_GZ_B2023_B4_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.518661867004464
JU3144_GZ_B2023_B5_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.141629773630514
JU3144_GZ_B2023_B7_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.109137588034818
JU3144_GZ_B2023_B9_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.267300685416498
JU3144_GZ_B2023_C5_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.616620264664897
JU3144_GZ_B2023_C6_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.0424710522552307
JU3144_GZ_B2023_C9_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.368698893514463
JU3144_GZ_B2023_D1_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.351198986170923
JU3144_GZ_B2023_D3_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.410328717156742
JU3144_GZ_B2023_D5_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.279220471119943
JU3144_GZ_B2023_E1_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.446208718867337
JU3144_GZ_B2023_E2_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.525294369379276
JU3144_GZ_B2023_E5_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.42145127620775
JU3144_GZ_B2023_E6_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.318561405345082
JU3144_GZ_B2023_E8_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1b.1	WBGene00016561	eri-6	0.474161774354723
JU3144_GZ_B2023_F1_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1b.1	WBGene00016561	eri-6	0.732493211005747
JU3144_GZ_B2023_F6_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.283825310935931
JU3144_GZ_B2023_F7_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.26038982316249
JU3144_GZ_B2023_G1_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.065758491525664
JU3144_GZ_B2023_G2_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1b.1	WBGene00016561	eri-6	0.239668739518051
JU2106_GZ_B2023_A1_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	13.5481952720982
JU2106_GZ_B2023_A3_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	15.1857779484795
JU2106_GZ_B2023_A7_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	10.296067744552
JU2106_GZ_B2023_A8_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	10.5558202421796
JU2106_GZ_B2023_B2_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	0.0530375528273151
JU2106_GZ_B2023_B3_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	11.6670278474262
JU2106_GZ_B2023_B6_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	11.9496688920224
JU2106_GZ_B2023_B8_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	12.7977491355411
JU2106_GZ_B2023_C3_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	9.24588720316559
JU2106_GZ_B2023_C4_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	13.2854898172901
JU2106_GZ_B2023_C7_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	0.0931372925949717
JU2106_GZ_B2023_C8_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	10.5947502332945
JU2106_GZ_B2023_D2_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	13.4555477375838
JU2106_GZ_B2023_D4_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	14.5286423767644
JU2106_GZ_B2023_D8_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	14.4908601568716
JU2106_GZ_B2023_D9_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	13.9174659650638
JU2106_GZ_B2023_E3_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	0.092638121483635
JU2106_GZ_B2023_E4_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	16.0180789427887
JU2106_GZ_B2023_E7_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	13.0773727668326
JU2106_GZ_B2023_E9_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	14.4835998583325
JU2106_GZ_B2023_F4_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	13.1094285291418
JU2106_GZ_B2023_F5_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	12.0042300233655
JU2106_GZ_B2023_F8_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	0.0194866637729534
JU2106_GZ_B2023_F9_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	10.0939264810408
JU3144_GZ_B2023_A2_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	2.43989570864216
JU3144_GZ_B2023_A4_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	0.693041548778106
JU3144_GZ_B2023_A9_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.32634744711627
JU3144_GZ_B2023_B1_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	3.86869301702332
JU3144_GZ_B2023_B4_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	1.35441503523841
JU3144_GZ_B2023_B5_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	3.15826055728926
JU3144_GZ_B2023_B7_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	1.90559867325177
JU3144_GZ_B2023_B9_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	2.06532531932602
JU3144_GZ_B2023_C5_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.54602992300875
JU3144_GZ_B2023_C6_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	1.41576377590731
JU3144_GZ_B2023_C9_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	3.63965584312243
JU3144_GZ_B2023_D1_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	1.11690812953118
JU3144_GZ_B2023_D3_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	2.66574415457946
JU3144_GZ_B2023_D5_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	1.60923464262558
JU3144_GZ_B2023_E1_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.75863789914767
JU3144_GZ_B2023_E2_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	3.1685178734744
JU3144_GZ_B2023_E5_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.82124207665859
JU3144_GZ_B2023_E6_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.13500718576211
JU3144_GZ_B2023_E8_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1c.1	WBGene00016561	eri-6	0.533742418723617
JU3144_GZ_B2023_F1_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1c.1	WBGene00016561	eri-6	2.65180442024782
JU3144_GZ_B2023_F6_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.85475768908441
JU3144_GZ_B2023_F7_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1c.1	WBGene00016561	eri-6	3.1403569887772
JU3144_GZ_B2023_G1_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	2.23700303674056
JU3144_GZ_B2023_G2_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1c.1	WBGene00016561	eri-6	1.5144809919095
JU2106_GZ_B2023_A1_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	3.84831117326792
JU2106_GZ_B2023_A3_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.62425451709355
JU2106_GZ_B2023_A7_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	2.96540176420054
JU2106_GZ_B2023_A8_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	4.45939590951455
JU2106_GZ_B2023_B2_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_B3_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	4.91043323105007
JU2106_GZ_B2023_B6_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	3.78091631758149
JU2106_GZ_B2023_B8_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.31947949022155
JU2106_GZ_B2023_C3_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	3.44605835470054
JU2106_GZ_B2023_C4_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	3.9645160985618
JU2106_GZ_B2023_C7_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_C8_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	3.5597689422417
JU2106_GZ_B2023_D2_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.78019969216402
JU2106_GZ_B2023_D4_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	3.45371363828678
JU2106_GZ_B2023_D8_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	2.7147996772977
JU2106_GZ_B2023_D9_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	4.83413838384572
JU2106_GZ_B2023_E3_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_E4_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	4.44166829645975
JU2106_GZ_B2023_E7_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	3.94549192187315
JU2106_GZ_B2023_E9_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.58880670541666
JU2106_GZ_B2023_F4_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	3.23065534040591
JU2106_GZ_B2023_F5_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	3.40722490410393
JU2106_GZ_B2023_F8_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	0
JU2106_GZ_B2023_F9_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	3.54466032292237
JU3144_GZ_B2023_A2_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	4.74025682926369
JU3144_GZ_B2023_A4_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	5.62385419894768
JU3144_GZ_B2023_A9_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.74389622119477
JU3144_GZ_B2023_B1_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	3.59944688841299
JU3144_GZ_B2023_B4_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.7908454887165
JU3144_GZ_B2023_B5_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	2.77992173666451
JU3144_GZ_B2023_B7_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	5.20551721667335
JU3144_GZ_B2023_B9_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	5.94255663264775
JU3144_GZ_B2023_C5_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.5776481392568
JU3144_GZ_B2023_C6_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.38178679040104
JU3144_GZ_B2023_C9_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.53964140372348
JU3144_GZ_B2023_D1_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.84771746767762
JU3144_GZ_B2023_D3_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	6.35462619458664
JU3144_GZ_B2023_D5_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	5.1416578937918
JU3144_GZ_B2023_E1_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.65666446060848
JU3144_GZ_B2023_E2_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.10462629119911
JU3144_GZ_B2023_E5_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.12167542395351
JU3144_GZ_B2023_E6_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.449312883403
JU3144_GZ_B2023_E8_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1d.1	WBGene00016561	eri-6	5.46324320526109
JU3144_GZ_B2023_F1_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1d.1	WBGene00016561	eri-6	3.39723804653518
JU3144_GZ_B2023_F6_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.64171727120222
JU3144_GZ_B2023_F7_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.38081376735545
JU3144_GZ_B2023_G1_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	4.53542680844499
JU3144_GZ_B2023_G2_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1d.1	WBGene00016561	eri-6	5.55184812766486
JU2106_GZ_B2023_A1_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.100939009501335
JU2106_GZ_B2023_A3_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.26509088467309
JU2106_GZ_B2023_A7_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.372023628243136
JU2106_GZ_B2023_A8_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.427711011295113
JU2106_GZ_B2023_B2_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.4669375451937
JU2106_GZ_B2023_B3_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.16105273788979
JU2106_GZ_B2023_B6_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.0536871706885919
JU2106_GZ_B2023_B8_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.0629895468493784
