strain	isotype	pos	perc
ECA744	ECA744	4459210	0
ECA745	ECA745	4459210	39.5747891991207
ECA746	ECA746	4459210	0
ECA760	ECA760	4459210	53.0727207447371
ECA768	ECA768	4459210	0
ECA777	ECA777	4459210	66.2771530092677
ECA778	ECA778	4459210	84.9760765550239
ECA807	ECA807	4459210	0
ECA812	ECA812	4459210	0
ECA923	ECA923	4459210	47.0982733085535
ECA928	ECA928	4459210	36.0023878221073
ECA930	ECA930	4459210	32.2898429678172
ED3005	ED3005	4459210	62.3305486176901
ED3011	ED3011	4459210	79.5759902867203
ED3012	ED3012	4459210	45.212241437971
ED3017	ED3017	4459210	72.9770388224098
ED3040	ED3040	4459210	70.5696175437295
ED3046	ED3046	4459210	65.3315712260677
ED3048	ED3048	4459210	43.9382440973087
ED3049	ED3049	4459210	44.6109735435945
ED3052	ED3052	4459210	48.5136873047951
ED3073	ED3073	4459210	55.1211477860183
ED3077	ED3077	4459210	61.3875057447747
EG4347	EG4347	4459210	65.4732179690383
EG4349	EG4349	4459210	49.8525123416632
EG4724	EG4724	4459210	81.8139425780796
EG4725	EG4725	4459210	61.3254629434669
EG4946	EG4946	4459210	51.5993256108507
GXW1	GXW1	4459210	84.1121658255102
JR4305	JR4305	4459210	100.01963924882
JT11398	JT11398	4459210	67.3406972880821
JU1088	JU1088	4459210	58.4394191264503
JU1172	JU1172	4459210	52.9981021194018
JU1200	JU1200	4459210	60.215122582495
JU1212	JU1212	4459210	58.9935083587063
JU1213	JU1213	4459210	104.499797850388
JU1242	JU1242	4459210	52.8150044994172
JU1246	JU1246	4459210	64.3514021184604
JU1249	JU1249	4459210	65.1388978288452
JU1395	JU1395	4459210	70.1424714434059
JU1400	JU1400	4459210	95.6982400886986
JU1409	JU1409	4459210	60.3569875903392
JU1440	JU1440	4459210	57.8291303097133
JU1491	JU1491	4459210	59.3056218027113
JU1530	JU1530	4459210	72.6739081785474
JU1543	JU1543	4459210	34.9531227012737
JU1568	JU1568	4459210	57.1843962104631
JU1581	JU1581	4459210	50.634986566742
JU1586	JU1586	4459210	65.3073300920431
JU1652	JU1652	4459210	48.4067742194397
JU1666	JU1666	4459210	53.2037521686711
JU1792	JU1792	4459210	56.996597782258
JU1793	JU1793	4459210	49.193407856441
JU1808	JU1808	4459210	51.7944476084579
JU1896	JU1896	4459210	0
JU1934	JU1934	4459210	67.5885341435473
JU2001	JU2001	4459210	72.176308062141
JU2007	JU2007	4459210	54.3080874116176
JU2016	JU2016	4459210	45.4614787717548
JU2017	JU2017	4459210	66.013873749789
JU2106	JU2106	4459210	0
JU2131	JU2131	4459210	73.6315002811732
JU2141	JU2141	4459210	56.5500500083348
JU2234	JU2234	4459210	53.565034474699
JU2250	JU2250	4459210	36.1501127971141
JU2257	JU2257	4459210	44.0586752183181
JU2316	JU2316	4459210	51.4071598554176
JU2464	JU2464	4459210	31.9761764848828
JU2466	JU2466	4459210	56.838972307262
JU2478	JU2478	4459210	38.6391812832632
JU2513	JU2513	4459210	58.4343501142687
JU2519	JU2519	4459210	59.2424510323963
JU2522	JU2522	4459210	61.6485565151926
JU2526	JU2526	4459210	40.7783565711516
JU2534	JU2534	4459210	62.6180234448502
JU2565	JU2565	4459210	53.6608272698512
JU2566	JU2566	4459210	46.9964756095227
JU2570	JU2570	4459210	55.5385169762972
JU2572	JU2572	4459210	63.2267466570457
JU2575	JU2575	4459210	60.7811382396045
JU2576	JU2576	4459210	54.2238641890042
JU2578	JU2578	4459210	59.7867751315758
JU2581	JU2581	4459210	37.4387957011498
JU2586	JU2586	4459210	37.0989431595854
JU2587	JU2587	4459210	59.9763714378152
JU258	JU258	4459210	0
JU2592	JU2592	4459210	54.2591140347063
JU2593	JU2593	4459210	75.8457346468245
JU2600	JU2600	4459210	40.6156699343301
JU2610	JU2610	4459210	36.0791096245523
JU2619	JU2619	4459210	36.9714919687814
JU2800	JU2800	4459210	65.6576600862641
JU2811	JU2811	4459210	45.0514094239049
JU2825	JU2825	4459210	49.9478243585708
JU2829	JU2829	4459210	44.0968588939511
JU2838	JU2838	4459210	44.1150244172033
JU2841	JU2841	4459210	38.5379408878134
JU2853	JU2853	4459210	52.6014803456867
JU2862	JU2862	4459210	44.1096765749744
JU2866	JU2866	4459210	65.824497112656
JU2878	JU2878	4459210	44.0869436320281
JU2879	JU2879	4459210	62.1592049538388
JU2906	JU2906	4459210	48.4209318996416
JU2907	JU2907	4459210	36.41121994592
JU310	JU310	4459210	67.4286998493476
JU311	JU311	4459210	96.9259868737346
JU3125	JU3125	4459210	42.1037483036856
JU3127	JU3127	4459210	54.2759030808242
JU3128	JU3128	4459210	49.8919967277306
JU3132	JU3132	4459210	54.4054184085931
JU3134	JU3134	4459210	43.763966441467
JU3135	JU3135	4459210	39.1331533547394
JU3137	JU3137	4459210	28.5063401373016
JU3140	JU3140	4459210	75.7899662213349
JU3141	JU3141	4459210	39.6987433009879
JU3144	JU3144	4459210	46.1939561292046
JU3166	JU3166	4459210	45.9739891053202
JU3167	JU3167	4459210	56.1631862189299
JU3169	JU3169	4459210	58.042812563796
JU3224	JU3224	4459210	28.7948690290306
JU3225	JU3225	4459210	22.8846680860932
JU3226	JU3226	4459210	0
JU3228	JU3228	4459210	40.6878781566314
JU323	JU323	4459210	72.9262394195889
JU3280	JU3280	4459210	72.8577933482635
JU3282	JU3282	4459210	70.9479949110301
JU3291	JU3291	4459210	61.5246852795115
JU3318	JU3318	4459210	37.8065131764534
JU346	JU346	4459210	53.2441876384239
JU360	JU360	4459210	47.3917883570166
JU367	JU367	4459210	54.9979329799134
JU3795	JU3795	4459210	68.9170254271797
JU393	JU393	4459210	67.3467473452882
JU394	JU394	4459210	44.0513725728894
JU397	JU397	4459210	51.7250149596263
JU4047	JU4047	4459210	59.3411772016862
JU406	JU406	4459210	88.677801236616
JU4073	JU4073	4459210	82.4464004982114
JU4082	JU4082	4459210	86.1964605408984
JU4098	JU4098	4459210	81.1280057889268
JU4161	JU4161	4459210	53.3712720787392
JU440	JU440	4459210	54.3689915548216
JU561	JU561	4459210	82.0497986095747
JU642	JU642	4459210	9.7855936569147
JU751	JU751	4459210	64.7598900518995
JU774	JU774	4459210	56.3910251486847
JU775	JU775	4459210	84.0872378210824
JU778	JU778	4459210	55.7574625030735
JU782	JU782	4459210	74.7609241636196
JU792	JU792	4459210	41.9412813062053
JU830	JU830	4459210	66.9832014438428
JU847	JU847	4459210	93.9652038431576
KR314	KR314	4459210	43.7281521827493
LKC34	LKC34	4459210	62.2428479035654
MY10	MY10	4459210	25.4574756285385
MY16	MY16	4459210	58.4104618272934
MY18	MY18	4459210	0
MY1	MY1	4459210	53.5293029939613
MY2147	MY2147	4459210	44.890769020829
MY2212	MY2212	4459210	31.0551558752997
MY23	MY23	4459210	52.8048523981712
MY2453	MY2453	4459210	44.5213371121874
MY2530	MY2530	4459210	57.5514673015012
MY2535	MY2535	4459210	85.600789981597
MY2573	MY2573	4459210	46.9244345799942
MY2585	MY2585	4459210	94.2853446277531
MY2693	MY2693	4459210	57.921247847397
MY2713	MY2713	4459210	46.2412824780604
MY2741	MY2741	4459210	58.0075602360894
MY518	MY518	4459210	38.5117229488831
MY679	MY679	4459210	41.3516478493395
MY772	MY772	4459210	73.3271124668735
MY795	MY795	4459210	38.3337099918076
MY920	MY920	4459210	48.7106503981262
N2	N2	4459210	78.3579503974064
NIC1049	NIC1049	4459210	38.8680032775918
NIC1107	NIC1107	4459210	80.4200155761735
NIC1119	NIC1119	4459210	63.4548951069389
NIC166	NIC166	4459210	90.4590180326786
NIC1698	NIC1698	4459210	71.8768621720634
NIC1700	NIC1700	4459210	120.17291766566
NIC1772	NIC1772	4459210	50.6136245752883
NIC1773	NIC1773	4459210	97.7561258337782
NIC1775	NIC1775	4459210	111.244049374395
NIC1779	NIC1779	4459210	64.6953609798074
NIC1780	NIC1780	4459210	63.4304049873361
NIC1782	NIC1782	4459210	93.6549139134551
NIC1783	NIC1783	4459210	76.7249171318877
NIC1785	NIC1785	4459210	58.7739895067122
NIC1786	NIC1786	4459210	74.3461620242399
NIC1787	NIC1787	4459210	66.7201159693037
NIC1788	NIC1788	4459210	86.4412645513126
NIC1789	NIC1789	4459210	51.1763945272198
NIC1790	NIC1790	4459210	0
NIC1791	NIC1791	4459210	103.159679150929
NIC1792	NIC1792	4459210	50.6347398718249
NIC1794	NIC1794	4459210	79.3358088028654
NIC1796	NIC1796	4459210	95.4743793176488
NIC1798	NIC1798	4459210	69.0653451422257
NIC1799	NIC1799	4459210	66.9223694954446
NIC1801	NIC1801	4459210	58.4328793797306
NIC1802	NIC1802	4459210	64.7130677510778
NIC1805	NIC1805	4459210	62.5686281613416
NIC1806	NIC1806	4459210	75.5703314470493
NIC1808	NIC1808	4459210	74.5654162854528
NIC1809	NIC1809	4459210	57.7152199050999
NIC1810	NIC1810	4459210	0
NIC1811	NIC1811	4459210	62.5141188326512
NIC1812	NIC1812	4459210	68.2071526387433
NIC1832	NIC1832	4459210	71.6348084965621
NIC195	NIC195	4459210	0
NIC199	NIC199	4459210	76.772954795847
NIC1	NIC1	4459210	50.5258664595737
NIC2021	NIC2021	4459210	74.6515013684527
NIC2076	NIC2076	4459210	66.7802174182077
NIC207	NIC207	4459210	67.4730419366776
NIC231	NIC231	4459210	57.333108636566
NIC236	NIC236	4459210	75.8060123599035
NIC242	NIC242	4459210	56.8977770882644
NIC251	NIC251	4459210	0
NIC252	NIC252	4459210	38.7489953110316
NIC255	NIC255	4459210	14.2556771815291
NIC256	NIC256	4459210	42.5318598138805
NIC258	NIC258	4459210	116.310204353737
NIC259	NIC259	4459210	50.3259166044823
NIC260	NIC260	4459210	70.3388553850938
NIC261	NIC261	4459210	84.9404717193721
NIC262	NIC262	4459210	163.136968100094
NIC265	NIC265	4459210	0
NIC266	NIC266	4459210	72.4799524939499
NIC267	NIC267	4459210	77.8041286543922
NIC268	NIC268	4459210	107.539008153849
NIC269	NIC269	4459210	50.6913217062409
NIC271	NIC271	4459210	27.7524322902972
NIC272	NIC272	4459210	63.9939164573974
NIC274	NIC274	4459210	71.5884383513524
NIC275	NIC275	4459210	64.8944810829573
NIC276	NIC276	4459210	87.000802063438
NIC277	NIC277	4459210	52.800198442132
NIC2	NIC2	4459210	63.7397795947387
NIC3	NIC3	4459210	97.8724785381606
NIC501	NIC501	4459210	73.9484398841592
NIC511	NIC511	4459210	37.3501095390586
NIC513	NIC513	4459210	62.0351408720696
NIC514	NIC514	4459210	40.7764662977404
NIC515	NIC515	4459210	85.849971939481
NIC522	NIC522	4459210	54.2313151792959
NIC523	NIC523	4459210	76.9709919390032
NIC526	NIC526	4459210	0
NIC527	NIC527	4459210	71.796052070292
NIC528	NIC528	4459210	0
NIC529	NIC529	4459210	64.5966133161565
PB303	PB303	4459210	65.7092884235727
PS2025	PS2025	4459210	74.7452042011538
PX179	PX179	4459210	62.0104647443222
QG2075	QG2075	4459210	71.0354289403599
QG2811	QG2811	4459210	75.6544228964693
QG2813	QG2813	4459210	77.9674650770281
QG2818	QG2818	4459210	70.6152495148473
QG2823	QG2823	4459210	68.9472374974199
QG2824	QG2824	4459210	65.1483508569783
QG2825	QG2825	4459210	47.2103658536586
QG2827	QG2827	4459210	93.6351056790556
QG2828	QG2828	4459210	52.2539458328356
QG2832	QG2832	4459210	90.1012483886482
QG2835	QG2835	4459210	61.6489816316042
QG2836	QG2836	4459210	102.806827883828
QG2837	QG2837	4459210	60.0982056339384
QG2838	QG2838	4459210	86.2209776626006
QG2841	QG2841	4459210	88.5057520157044
QG2843	QG2843	4459210	46.7785304307358
QG2846	QG2846	4459210	80.5129500729935
QG2850	QG2850	4459210	91.5751632288185
QG2854	QG2854	4459210	55.4232122162036
QG2855	QG2855	4459210	69.4619062989227
QG2857	QG2857	4459210	70.1535121022854
QG2873	QG2873	4459210	57.8824857253275
QG2874	QG2874	4459210	99.0089931370273
QG2875	QG2875	4459210	58.5951840366975
QG2877	QG2877	4459210	78.7583577099875
QG2932	QG2932	4459210	75.3055603783503
QG4003	QG4003	4459210	98.7534007421478
QG4004	QG4004	4459210	97.0377850582146
QG4006	QG4006	4459210	68.3680394435938
QG4008	QG4008	4459210	71.4481444281337
QG4010	QG4010	4459210	67.6212372565851
QG4012	QG4012	4459210	64.8331465428512
QG4015	QG4015	4459210	58.0026946120755
QG4017	QG4017	4459210	70.1304487024598
QG4018	QG4018	4459210	72.3132712932426
QG4021	QG4021	4459210	55.1374907306766
QG4080	QG4080	4459210	54.203895082973
QG4103	QG4103	4459210	62.7911309516198
QG4135	QG4135	4459210	61.6878720604122
QG4138	QG4138	4459210	72.1894700188372
QG4147	QG4147	4459210	93.8222736936719
QG4151	QG4151	4459210	57.0255971543709
QG4193	QG4193	4459210	74.562108424754
QG4226	QG4226	4459210	63.4005662704642
QG4228	QG4228	4459210	35.1376676846291
QG536	QG536	4459210	69.7161752155658
QG556	QG556	4459210	57.6088114596
QG557	QG557	4459210	54.2173954843809
QW947	QW947	4459210	34.4931673292595
QX1211	QX1211	4459210	0
QX1212	QX1212	4459210	39.9719773958745
QX1233	QX1233	4459210	55.9644564473086
QX1791	QX1791	4459210	47.5222499469638
QX1792	QX1792	4459210	60.298693994876
QX1793	QX1793	4459210	73.7523586611351
QX1794	QX1794	4459210	51.62916194599
RC301	RC301	4459210	65.0610550062834
TWN2530	TWN2530	4459210	84.830573065059
TWN2542	TWN2542	4459210	68.8913742431537
WN2001	WN2001	4459210	0
WN2002	WN2002	4459210	0
WN2033	WN2033	4459210	40.7104321683188
WN2050	WN2050	4459210	49.4665028688914
WN2063	WN2063	4459210	50.8542819499342
WN2064	WN2064	4459210	42.1890207305996
WN2066	WN2066	4459210	42.8155253649982
WN2068	WN2068	4459210	13.5488914815641
WN2069	WN2069	4459210	41.030658838878
WN2082	WN2082	4459210	44.3380956004597
WN2086	WN2086	4459210	89.4577866476085
WN2107	WN2107	4459210	102.432460092282
WN2117	WN2117	4459210	98.4877878397035
XZ1513	XZ1513	4459210	47.7808939804471
XZ1514	XZ1514	4459210	0
XZ1515	XZ1515	4459210	30.9163435870758
XZ1516	XZ1516	4459210	0
XZ1672	XZ1672	4459210	53.4024871771327
XZ1734	XZ1734	4459210	41.7022322783376
XZ1735	XZ1735	4459210	38.253887451351
XZ1756	XZ1756	4459210	36.8228079760912
XZ2018	XZ2018	4459210	28.530327530448
XZ2019	XZ2019	4459210	19.7249216693958
XZ2020	XZ2020	4459210	49.2798736203981
XZ2211	XZ2211	4459210	56.0078264099707
AB1	AB1	4460135	146.031828929002
BRC20067	BRC20067	4460135	125.173214304017
BRC20263	BRC20263	4460135	91.0915799391529
CB4852	CB4852	4460135	139.791589819255
CB4854	CB4854	4460135	159.212616144961
CB4856	CB4856	4460135	0
CB4932	CB4932	4460135	153.000529440313
CX11254	CX11254	4460135	168.63811036072
CX11262	CX11262	4460135	124.727361693845
CX11264	CX11264	4460135	145.657735845352
CX11271	CX11271	4460135	123.244380334175
CX11276	CX11276	4460135	138.206025746057
CX11285	CX11285	4460135	108.470954854373
CX11292	CX11292	4460135	114.129517731876
CX11307	CX11307	4460135	115.27739522264
CX11314	CX11314	4460135	114.766572162958
CX11315	CX11315	4460135	169.206887275305
DL200	DL200	4460135	132.399107240862
DL226	DL226	4460135	144.325677574538
DL238	DL238	4460135	0
ECA1069	ECA1069	4460135	0
ECA1074	ECA1074	4460135	0
ECA1185	ECA1185	4460135	0
ECA1186	ECA1186	4460135	0
ECA1187	ECA1187	4460135	0
ECA1191	ECA1191	4460135	0
ECA1192	ECA1192	4460135	0
ECA1193	ECA1193	4460135	0
ECA1194	ECA1194	4460135	0
ECA1195	ECA1195	4460135	0
ECA1196	ECA1196	4460135	0
ECA1200	ECA1200	4460135	60.6499090458078
ECA1202	ECA1202	4460135	0
ECA1206	ECA1206	4460135	0
ECA1208	ECA1208	4460135	0
ECA1212	ECA1212	4460135	0
ECA1216	ECA1216	4460135	0
ECA1223	ECA1223	4460135	0
ECA1225	ECA1225	4460135	0
ECA1228	ECA1228	4460135	0
ECA1229	ECA1229	4460135	0
ECA1232	ECA1232	4460135	0
ECA1237	ECA1237	4460135	0
ECA1238	ECA1238	4460135	0
ECA1240	ECA1240	4460135	0
ECA1242	ECA1242	4460135	0
ECA1243	ECA1243	4460135	0
ECA1247	ECA1247	4460135	0
ECA1251	ECA1251	4460135	0
ECA1252	ECA1252	4460135	0
ECA1253	ECA1253	4460135	0
ECA1255	ECA1255	4460135	73.8262910798121
ECA1257	ECA1257	4460135	107.055687536796
ECA1260	ECA1260	4460135	0
ECA1261	ECA1261	4460135	0
ECA1269	ECA1269	4460135	0
ECA1271	ECA1271	4460135	0
ECA1276	ECA1276	4460135	0
ECA1278	ECA1278	4460135	0
ECA1281	ECA1281	4460135	0
ECA1283	ECA1283	4460135	0
ECA1284	ECA1284	4460135	0
ECA1286	ECA1286	4460135	0
ECA1287	ECA1287	4460135	0
ECA1288	ECA1288	4460135	0
ECA1289	ECA1289	4460135	0
ECA1293	ECA1293	4460135	8.45887598354946
ECA1298	ECA1298	4460135	105.638983605026
ECA1316	ECA1316	4460135	105.847720991414
ECA1409	ECA1409	4460135	111.515748118159
ECA1413	ECA1413	4460135	85.9145605684789
ECA1493	ECA1493	4460135	0
ECA1693	ECA1693	4460135	83.9862392892019
ECA1713	ECA1713	4460135	0
ECA1717	ECA1717	4460135	0
ECA1725	ECA1725	4460135	0
ECA1751	ECA1751	4460135	66.8158070997991
ECA1757	ECA1757	4460135	108.803141848056
ECA1761	ECA1761	4460135	0
ECA1769	ECA1769	4460135	0
ECA1793	ECA1793	4460135	0
ECA1805	ECA1805	4460135	108.973695730033
ECA1807	ECA1807	4460135	0
ECA1815	ECA1815	4460135	104.041772819665
ECA1821	ECA1821	4460135	0
ECA1825	ECA1825	4460135	137.906436629065
ECA1843	ECA1843	4460135	0
ECA1851	ECA1851	4460135	0
ECA1853	ECA1853	4460135	95.9540878656729
ECA1875	ECA1875	4460135	76.1107736014627
ECA1885	ECA1885	4460135	0
ECA1887	ECA1887	4460135	39.8140212547138
ECA1889	ECA1889	4460135	51.7461304087523
ECA1891	ECA1891	4460135	0
ECA189	ECA189	4460135	80.291841234173
ECA1901	ECA1901	4460135	110.876587847006
ECA1919	ECA1919	4460135	0
ECA191	ECA191	4460135	0
ECA1925	ECA1925	4460135	0
ECA1937	ECA1937	4460135	0
ECA1939	ECA1939	4460135	0
ECA1943	ECA1943	4460135	0
ECA1969	ECA1969	4460135	0
ECA1977	ECA1977	4460135	0
ECA1997	ECA1997	4460135	0
ECA2041	ECA2041	4460135	100.942735806825
ECA2043	ECA2043	4460135	0
ECA2073	ECA2073	4460135	0
ECA2081	ECA2081	4460135	0
ECA2091	ECA2091	4460135	0
ECA2109	ECA2109	4460135	0
ECA2111	ECA2111	4460135	49.166150546936
ECA2151	ECA2151	4460135	62.6446440756701
ECA2155	ECA2155	4460135	0
ECA2159	ECA2159	4460135	0
ECA2183	ECA2183	4460135	0
ECA2187	ECA2187	4460135	0
ECA2191	ECA2191	4460135	0
ECA2195	ECA2195	4460135	0
ECA2199	ECA2199	4460135	0
ECA2251	ECA2251	4460135	0
ECA2281	ECA2281	4460135	0
ECA2291	ECA2291	4460135	0
ECA2332	ECA2332	4460135	66.4606966779155
ECA2334	ECA2334	4460135	105.012422052505
ECA2336	ECA2336	4460135	71.7767537122376
ECA2344	ECA2344	4460135	122.263303483356
ECA2350	ECA2350	4460135	115.186074607508
ECA2360	ECA2360	4460135	0
ECA2367	ECA2367	4460135	0
ECA2377	ECA2377	4460135	0
ECA2417	ECA2417	4460135	0
ECA2437	ECA2437	4460135	0
ECA243	CB4851	4460135	160.907571932914
ECA2443	ECA2443	4460135	0
ECA2452	ECA2452	4460135	9.95933989717544
ECA2467	ECA2467	4460135	0
ECA246	CB4853	4460135	139.11756402016
ECA2473	ECA2473	4460135	0
ECA2475	ECA2475	4460135	0
ECA2481	ECA2481	4460135	0
ECA2482	ECA2482	4460135	0
ECA2489	ECA2489	4460135	0
ECA248	CB4855	4460135	149.851892752164
ECA250	CB4857	4460135	138.758424111893
ECA251	CB4858	4460135	119.238385793232
ECA2522	ECA2522	4460135	92.1978739107777
ECA2523	ECA2523	4460135	118.629657960879
ECA2527	ECA2527	4460135	51.4950896294809
ECA2529	ECA2529	4460135	92.6191315516682
ECA2533	ECA2533	4460135	124.339121271819
ECA2536	ECA2536	4460135	70.4414702297346
ECA2546	ECA2546	4460135	57.0955221054624
ECA2549	ECA2549	4460135	84.7555285731953
ECA2551	ECA2551	4460135	81.3773781732553
ECA2554	ECA2554	4460135	75.6546931623591
ECA2555	ECA2555	4460135	76.7931485008192
ECA2559	ECA2559	4460135	135.004756841457
ECA2560	ECA2560	4460135	62.337598137687
ECA2561	ECA2561	4460135	112.879648657795
ECA2565	ECA2565	4460135	92.1147101934885
ECA2568	ECA2568	4460135	125.168303218191
ECA2581	ECA2581	4460135	57.9266405557986
ECA2583	ECA2583	4460135	89.4851377417281
ECA2584	ECA2584	4460135	58.6723307911595
ECA2594	ECA2594	4460135	76.6752575882446
ECA2595	ECA2595	4460135	61.3807531380753
ECA259	PB306	4460135	162.244600088909
ECA2601	ECA2601	4460135	95.0802024403353
ECA2602	ECA2602	4460135	62.6580710470584
ECA2603	ECA2603	4460135	93.6614432276248
ECA2607	ECA2607	4460135	73.7358677674723
ECA2609	ECA2609	4460135	70.6726755171892
ECA2612	ECA2612	4460135	125.953427931639
ECA2615	ECA2615	4460135	114.545446697199
ECA2641	ECA2641	4460135	59.3121067550173
ECA2648	ECA2648	4460135	99.0851914684399
ECA2656	ECA2656	4460135	120.834389500159
ECA2659	ECA2659	4460135	96.5421211154492
ECA2660	ECA2660	4460135	86.6049342684294
ECA2672	ECA2672	4460135	67.457641064672
ECA2676	ECA2676	4460135	91.1933397473053
ECA347	ECA347	4460135	0
ECA348	ECA348	4460135	91.0471555123459
ECA349	ECA349	4460135	108.349331933676
ECA363	ECA363	4460135	0
ECA369	ECA369	4460135	0
ECA36	ECA36	4460135	0
ECA372	ECA372	4460135	86.9348251364245
ECA396	ECA396	4460135	0
ECA592	ECA592	4460135	108.451949486538
ECA593	ECA593	4460135	75.6866781521255
ECA594	ECA594	4460135	1.79623062596547
ECA640	ECA640	4460135	107.561976101302
ECA701	ECA701	4460135	0
ECA703	ECA703	4460135	0
ECA705	ECA705	4460135	61.0227331959033
ECA706	ECA706	4460135	0
ECA710	ECA710	4460135	107.784989154567
ECA712	ECA712	4460135	72.5857436663492
ECA722	ECA722	4460135	0
ECA723	ECA723	4460135	0
ECA724	ECA724	4460135	0
ECA730	ECA730	4460135	0
ECA732	ECA732	4460135	0
ECA733	ECA733	4460135	0
ECA738	ECA738	4460135	95.4956022186541
ECA740	ECA740	4460135	0
ECA741	ECA741	4460135	0
ECA742	ECA742	4460135	1.71159043673794
ECA743	ECA743	4460135	67.0876003772069
ECA744	ECA744	4460135	0
ECA745	ECA745	4460135	0
ECA746	ECA746	4460135	0
ECA760	ECA760	4460135	93.4079885107372
ECA768	ECA768	4460135	0
ECA777	ECA777	4460135	107.414696256399
ECA778	ECA778	4460135	81.4354066985646
ECA807	ECA807	4460135	0
ECA812	ECA812	4460135	0
ECA923	ECA923	4460135	99.1542595969547
ECA928	ECA928	4460135	72.0047756442145
ECA930	ECA930	4460135	148.533277651959
ED3005	ED3005	4460135	134.010679528034
ED3011	ED3011	4460135	130.215256832815
ED3012	ED3012	4460135	142.592453765909
ED3017	ED3017	4460135	132.14761084058
ED3040	ED3040	4460135	0
ED3046	ED3046	4460135	134.396375093625
ED3048	ED3048	4460135	139.137772974811
ED3049	ED3049	4460135	163.573569659846
ED3052	ED3052	4460135	129.369832812787
ED3073	ED3073	4460135	141.247941201672
ED3077	ED3077	4460135	119.054556595927
EG4347	EG4347	4460135	187.689891511243
EG4349	EG4349	4460135	102.474608702308
EG4724	EG4724	4460135	132.947656689379
EG4725	EG4725	4460135	105.925799629625
EG4946	EG4946	4460135	160.868485727946
GXW1	GXW1	4460135	157.710310922832
JR4305	JR4305	4460135	81.5949688608798
JT11398	JT11398	4460135	108.402098073498
JU1088	JU1088	4460135	157.786431641416
JU1172	JU1172	4460135	114.829221258704
JU1200	JU1200	4460135	145.905873949892
JU1212	JU1212	4460135	171.362095708623
JU1213	JU1213	4460135	136.166403259597
JU1242	JU1242	4460135	194.869154532333
JU1246	JU1246	4460135	134.735748185526
JU1249	JU1249	4460135	106.590923719929
JU1395	JU1395	4460135	140.284942886812
JU1400	JU1400	4460135	122.34838289821
JU1409	JU1409	4460135	95.4029803847297
JU1440	JU1440	4460135	88.6713331415604
JU1491	JU1491	4460135	122.701286488368
JU1530	JU1530	4460135	148.808478651311
JU1543	JU1543	4460135	142.501192551346
JU1568	JU1568	4460135	139.784079625576
JU1581	JU1581	4460135	0
JU1586	JU1586	4460135	164.257830231502
JU1652	JU1652	4460135	164.583032346095
JU1666	JU1666	4460135	78.6490249449921
JU1792	JU1792	4460135	124.548121079749
JU1793	JU1793	4460135	138.635967595425
JU1808	JU1808	4460135	89.9587774252164
JU1896	JU1896	4460135	0
JU1934	JU1934	4460135	107.640998821205
JU2001	JU2001	4460135	108.264462093212
JU2007	JU2007	4460135	0
JU2016	JU2016	4460135	109.642389978938
JU2017	JU2017	4460135	93.5196544788677
JU2106	JU2106	4460135	0
JU2131	JU2131	4460135	107.100364045343
JU2141	JU2141	4460135	131.950116686114
JU2234	JU2234	4460135	115.587705971719
JU2250	JU2250	4460135	101.877590610049
JU2257	JU2257	4460135	111.841252477269
JU2316	JU2316	4460135	0
JU2464	JU2464	4460135	95.9285294546483
JU2466	JU2466	4460135	100.843337964497
JU2478	JU2478	4460135	99.6484148884156
JU2513	JU2513	4460135	130.781640731935
JU2519	JU2519	4460135	106.636411858313
JU2522	JU2522	4460135	143.846631868783
JU2526	JU2526	4460135	0
JU2534	JU2534	4460135	120.292518723002
JU2565	JU2565	4460135	93.0121006010755
JU2566	JU2566	4460135	98.9399486516268
JU2570	JU2570	4460135	111.077033952594
JU2572	JU2572	4460135	100.821028453127
JU2575	JU2575	4460135	91.1717073594067
JU2576	JU2576	4460135	101.053565079508
JU2578	JU2578	4460135	119.573550263152
JU2581	JU2581	4460135	116.996236566093
JU2586	JU2586	4460135	86.5642007056993
JU2587	JU2587	4460135	62.3754262953278
JU258	JU258	4460135	0
JU2592	JU2592	4460135	86.8145824555301
JU2593	JU2593	4460135	127.1531433785
JU2600	JU2600	4460135	78.1070575660195
JU2610	JU2610	4460135	86.5898630989256
JU2619	JU2619	4460135	0
JU2800	JU2800	4460135	123.811587591241
JU2811	JU2811	4460135	67.5771141358574
JU2825	JU2825	4460135	119.87477846057
JU2829	JU2829	4460135	70.5549742303217
JU2838	JU2838	4460135	69.3236097984623
JU2841	JU2841	4460135	88.9337097411078
JU2853	JU2853	4460135	128.581396400568
JU2862	JU2862	4460135	116.078096249933
JU2866	JU2866	4460135	87.765996150208
JU2878	JU2878	4460135	88.1738872640562
JU2879	JU2879	4460135	124.318409907678
JU2906	JU2906	4460135	110.676415770609
JU2907	JU2907	4460135	89.3729944127128
JU310	JU310	4460135	140.987281503181
JU311	JU311	4460135	106.867113732579
JU3125	JU3125	4460135	99.7194038771501
JU3127	JU3127	4460135	44.6978025371493
JU3128	JU3128	4460135	83.1533278795509
JU3132	JU3132	4460135	125.297327244033
JU3134	JU3134	4460135	111.093145582186
JU3135	JU3135	4460135	0
JU3137	JU3137	4460135	98.476447747042
JU3140	JU3140	4460135	77.4025186941292
JU3141	JU3141	4460135	63.5179892815806
JU3144	JU3144	4460135	138.581868387614
JU3166	JU3166	4460135	1.58530996914897
JU3167	JU3167	4460135	109.370415268443
JU3169	JU3169	4460135	147.745341071481
